time,steer,l_steer,e,theta,speed,a,de,dtheta,X
23.734000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
23.756000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
23.778000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
23.800000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
23.822000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
23.844000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
23.866000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
23.888000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
23.910000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
23.932000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
23.954000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
23.976000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
23.998000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.020000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.042000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.064000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.086000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.108000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.130000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.152000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.174000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.196000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.218000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.240000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.262000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.284000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.306000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.328000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.350000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.372000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.394000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.416000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.438000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.460000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.482000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.504000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.526000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.548000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.570000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.592000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.614000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.636000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.658000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.680000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.702000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.724000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.746000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.768000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.790000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.812000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.834000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.856000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.878000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.900000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.922000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.944000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
24.966000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
24.988000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.010000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.032000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.054000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.076000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.098000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.120000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.142000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.164000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.186000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.208000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.230000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.252000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.274000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.296000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.318000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.340000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.362000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.384000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.406000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.428000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.450000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.472000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.494000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.516000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.538000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.560000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.582000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.604000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.626000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.648000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.670000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.692000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.714000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.736000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.758000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.780000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.802000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.824000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.846000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.868000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.890000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.912000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.934000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
25.956000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
25.978000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.000000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.022000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.044000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.066000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.088000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.110000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.132000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.154000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.176000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.198000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.220000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.242000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.264000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.286000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.308000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.330000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.352000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.374000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.396000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.418000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.440000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.462000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.484000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.506000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.528000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.550000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.572000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.594000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.616000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.638000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.660000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.682000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.704000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.726000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.748000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.770000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.792000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.814000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.836000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.858000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.880000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.902000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.924000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.946000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
26.968000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
26.990000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.012000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.034000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.056000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.078000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.100000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.122000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.144000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.166000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.188000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.210000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.232000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.254000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.276000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.298000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.320000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.342000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.364000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.386000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.408000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.430000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.452000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.474000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.496000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.518000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.540000,-0.000000,-0.000000,-0.002686,-0.000336,14.261405,-0.000000,0.000000,0.000000,
27.562000,-0.000000,-0.000000,-0.002686,-0.000336,14.272340,-0.000000,0.000000,0.000000,
27.584000,-0.000000,-0.000000,-0.002686,-0.000336,14.261387,0.000026,0.000000,-0.000000,
27.606000,0.000000,-0.000000,-0.002686,-0.000336,14.272243,0.000047,0.000000,0.000000,
27.628000,-0.000000,0.000000,-0.002686,-0.000336,14.261171,0.000059,0.000000,-0.000000,
27.650000,0.000000,-0.000000,-0.002686,-0.000336,14.271966,0.000066,0.000000,0.000000,
27.672000,-0.000717,0.000000,-0.002670,-0.000897,14.260791,0.000072,0.000694,-0.025524,
27.694000,-0.004784,-0.000717,-0.001999,-0.004007,14.271578,-0.058326,0.030519,-0.141369,
27.716000,-0.008776,-0.004784,-0.000343,-0.006935,14.260285,-0.376457,0.075254,-0.133105,
27.738000,-0.012478,-0.008776,0.001984,-0.009552,14.271025,-0.633866,0.105769,-0.118951,
27.760000,-0.015852,-0.012478,0.004936,-0.011833,14.259525,-0.859523,0.134213,-0.103676,
27.782000,-0.018873,-0.015852,0.008263,-0.013790,14.270164,-1.056572,0.151202,-0.088933,
27.804000,-0.021586,-0.018873,0.012024,-0.015450,14.258453,-1.230413,0.170965,-0.075480,
27.826000,-0.024013,-0.021586,0.016159,-0.016840,14.269055,-1.381820,0.187968,-0.063147,
27.848000,-0.026165,-0.024013,0.020538,-0.017983,14.257250,-1.517459,0.199060,-0.051977,
27.870000,-0.028070,-0.026165,0.025169,-0.018900,14.268076,-1.633162,0.210498,-0.041672,
27.892000,-0.029727,-0.028070,0.029869,-0.019614,14.256338,-1.737834,0.213631,-0.032452,
27.914000,-0.031166,-0.029727,0.034698,-0.020141,14.267543,-1.824981,0.219520,-0.023956,
27.936000,-0.032407,-0.031166,0.039658,-0.020495,14.255921,-1.942680,0.225409,-0.016096,
27.958000,-0.033412,-0.032407,0.044495,-0.020680,14.267301,-2.015944,0.219874,-0.008413,
27.980000,-0.034261,-0.033412,0.049477,-0.020724,14.255623,-2.074206,0.226456,-0.002003,
28.002000,-0.034941,-0.034261,0.054268,-0.020659,14.267076,-2.115208,0.217780,0.002947,
28.024000,-0.035570,-0.034941,0.059097,-0.020549,14.255291,-2.149517,0.219527,0.004993,
28.046000,-0.036243,-0.035570,0.063820,-0.020488,14.266693,-2.174097,0.214665,0.002807,
28.068000,-0.036865,-0.036243,0.068527,-0.020388,14.254681,-2.208870,0.213965,0.004540,
28.090000,-0.037449,-0.036865,0.073227,-0.020259,14.265922,-2.231718,0.213631,0.005844,
28.112000,-0.037978,-0.037449,0.077744,-0.020110,14.253545,-2.297646,0.205301,0.006789,
28.134000,-0.038496,-0.037978,0.082230,-0.019956,14.264497,-2.322809,0.203908,0.006999,
28.156000,-0.038990,-0.038496,0.086632,-0.019794,14.251698,-2.340712,0.200105,0.007374,
28.178000,-0.039417,-0.038990,0.090828,-0.019605,14.262468,-2.346621,0.190736,0.008589,
28.200000,-0.039785,-0.039417,0.094963,-0.019376,14.249523,-2.354669,0.187956,0.010377,
28.222000,-0.040068,-0.039785,0.099014,-0.019093,14.260740,-2.356195,0.184152,0.012891,
28.244000,-0.040243,-0.040068,0.102867,-0.018749,14.248008,-2.362786,0.175130,0.015639,
28.266000,-0.040330,-0.040243,0.106651,-0.018344,14.259996,-2.360363,0.172004,0.018389,
28.288000,-0.040314,-0.040330,0.110298,-0.017875,14.247645,-2.407032,0.165772,0.021313,
28.310000,-0.040186,-0.040314,0.113800,-0.017337,14.260165,-2.410336,0.159178,0.024478,
28.332000,-0.039979,-0.040186,0.117165,-0.016754,14.248050,-2.416579,0.152931,0.026490,
28.354000,-0.039724,-0.039979,0.120361,-0.016154,14.260784,-2.409176,0.145310,0.027280,
28.376000,-0.039528,-0.039724,0.123459,-0.015613,14.248692,-2.411988,0.140798,0.024599,
28.398000,-0.039491,-0.039528,0.126442,-0.015211,14.261227,-2.404707,0.135592,0.018270,
28.420000,-0.039501,-0.039491,0.129333,-0.014857,14.248828,-2.415677,0.131438,0.016071,
28.442000,-0.039560,-0.039501,0.132133,-0.014554,14.260894,-2.408648,0.127273,0.013787,
28.464000,-0.039676,-0.039560,0.134880,-0.014301,14.247961,-2.446693,0.124841,0.011485,
28.486000,-0.039825,-0.039676,0.137390,-0.014105,14.259487,-2.439420,0.114098,0.008920,
28.508000,-0.040016,-0.039825,0.139824,-0.013950,14.245982,-2.427396,0.110627,0.007019,
28.530000,-0.040211,-0.040016,0.142174,-0.013810,14.257203,-2.406072,0.106809,0.006383,
28.552000,-0.040377,-0.040211,0.144470,-0.013653,14.243500,-2.394627,0.104387,0.007142,
28.574000,-0.040472,-0.040377,0.146629,-0.013458,14.255203,-2.378464,0.098142,0.008851,
28.596000,-0.040499,-0.040472,0.148712,-0.013219,14.241751,-2.370722,0.094671,0.010888,
28.618000,-0.040461,-0.040499,0.150780,-0.012931,14.254339,-2.356375,0.093983,0.013093,
28.640000,-0.040323,-0.040461,0.152672,-0.012586,14.241359,-2.391520,0.086004,0.015667,
28.662000,-0.040094,-0.040323,0.154480,-0.012180,14.254600,-2.385554,0.082187,0.018455,
28.684000,-0.039819,-0.040094,0.156273,-0.011739,14.241977,-2.390312,0.081498,0.020021,
28.706000,-0.039520,-0.039819,0.157982,-0.011292,14.255490,-2.383003,0.077681,0.020360,
28.728000,-0.039299,-0.039520,0.159592,-0.010916,14.242949,-2.392540,0.073171,0.017063,
28.750000,-0.039238,-0.039299,0.161087,-0.010682,14.256229,-2.389764,0.067973,0.010654,
28.772000,-0.039255,-0.039238,0.162636,-0.010501,14.243365,-2.407814,0.070399,0.008214,
28.794000,-0.039335,-0.039255,0.164146,-0.010375,14.256085,-2.404728,0.068663,0.005727,
28.816000,-0.039470,-0.039335,0.165588,-0.010301,14.242629,-2.444165,0.065545,0.003349,
28.838000,-0.039661,-0.039470,0.166939,-0.010282,14.254755,-2.435051,0.061382,0.000861,
28.860000,-0.039897,-0.039661,0.168259,-0.010303,14.240681,-2.424898,0.059993,-0.000937,
28.882000,-0.040144,-0.039897,0.169579,-0.010332,14.252463,-2.403887,0.059996,-0.001315,
28.904000,-0.040356,-0.040144,0.170830,-0.010342,14.238166,-2.394350,0.056874,-0.000457,
28.926000,-0.040511,-0.040356,0.172028,-0.010314,14.250420,-2.378207,0.054444,0.001290,
28.948000,-0.040579,-0.040511,0.173088,-0.010234,14.236376,-2.373143,0.048205,0.003602,
28.970000,-0.040581,-0.040579,0.174179,-0.010100,14.249513,-2.358545,0.049591,0.006110,
28.992000,-0.040515,-0.040581,0.175293,-0.009909,14.235965,-2.392945,0.050630,0.008687,
29.014000,-0.040356,-0.040515,0.176323,-0.009655,14.249773,-2.390002,0.046818,0.011521,
29.036000,-0.040143,-0.040356,0.177315,-0.009364,14.236620,-2.400158,0.045083,0.013263,
29.058000,-0.039921,-0.040143,0.178375,-0.009057,14.250707,-2.395846,0.048202,0.013938,
29.080000,-0.039762,-0.039921,0.179222,-0.008826,14.237667,-2.413384,0.038495,0.010486,
29.102000,-0.039787,-0.039762,0.180099,-0.008736,14.251528,-2.414806,0.039881,0.004108,
29.124000,-0.039887,-0.039787,0.181107,-0.008689,14.238172,-2.441718,0.045775,0.002145,
29.146000,-0.040019,-0.039887,0.181984,-0.008683,14.251480,-2.444295,0.039882,0.000274,
29.168000,-0.040207,-0.040019,0.182831,-0.008725,14.237540,-2.486923,0.038494,-0.001912,
29.190000,-0.040467,-0.040207,0.183739,-0.008815,14.250269,-2.480249,0.041267,-0.004121,
29.212000,-0.040759,-0.040467,0.184616,-0.008935,14.235712,-2.475995,0.039882,-0.005451,
29.234000,-0.041050,-0.040759,0.185448,-0.009059,14.248103,-2.457643,0.037800,-0.005632,
29.256000,-0.041297,-0.041050,0.186211,-0.009158,14.233320,-2.451078,0.034678,-0.004494,
29.278000,-0.041494,-0.041297,0.186981,-0.009217,14.246148,-2.435402,0.035027,-0.002677,
29.300000,-0.041625,-0.041494,0.187759,-0.009222,14.231613,-2.433413,0.035372,-0.000247,
29.322000,-0.041683,-0.041625,0.188522,-0.009173,14.245267,-2.421661,0.034678,0.002259,
29.344000,-0.041656,-0.041683,0.189240,-0.009061,14.231213,-2.457235,0.032599,0.005064,
29.366000,-0.041554,-0.041656,0.189987,-0.008888,14.245502,-2.454187,0.033985,0.007887,
29.388000,-0.041386,-0.041554,0.190659,-0.008672,14.231846,-2.469431,0.030516,0.009796,
29.410000,-0.041195,-0.041386,0.191338,-0.008438,14.246405,-2.466130,0.030865,0.010667,
29.432000,-0.041111,-0.041195,0.192017,-0.008287,14.232874,-2.486377,0.030864,0.006864,
29.454000,-0.041206,-0.041111,0.192680,-0.008278,14.247220,-2.491650,0.030170,0.000387,
29.476000,-0.041348,-0.041206,0.193352,-0.008305,14.233394,-2.525059,0.030518,-0.001242,
29.498000,-0.041540,-0.041348,0.194069,-0.008367,14.247222,-2.529404,0.032598,-0.002793,
29.520000,-0.041780,-0.041540,0.194778,-0.008466,14.232846,-2.574901,0.032250,-0.004516,
29.542000,-0.042068,-0.041780,0.195488,-0.008604,14.246147,-2.571239,0.032252,-0.006271,
29.564000,-0.042382,-0.042068,0.196167,-0.008766,14.231182,-2.571296,0.030864,-0.007335,
29.586000,-0.042696,-0.042382,0.196869,-0.008925,14.244169,-2.553819,0.031904,-0.007239,
29.608000,-0.042982,-0.042696,0.197586,-0.009060,14.228995,-2.550796,0.032599,-0.006127,
29.630000,-0.043219,-0.042982,0.198334,-0.009153,14.242372,-2.536721,0.033985,-0.004224,
29.652000,-0.043368,-0.043219,0.198952,-0.009192,14.227421,-2.538744,0.028089,-0.001789,
29.674000,-0.043468,-0.043368,0.199699,-0.009177,14.241549,-2.526794,0.033986,0.000671,
29.696000,-0.043481,-0.043468,0.200401,-0.009100,14.227048,-2.563691,0.031904,0.003517,
29.718000,-0.043391,-0.043481,0.200989,-0.008956,14.241752,-2.560760,0.026702,0.006543,
29.740000,-0.043262,-0.043391,0.201630,-0.008774,14.227635,-2.578377,0.029131,0.008250,
29.762000,-0.043096,-0.043262,0.202209,-0.008571,14.242586,-2.574859,0.026356,0.009244,
