time,steer,l_steer,e,theta,speed,a,de,dtheta,X
43.606000,0.016833,0.016828,-0.084702,0.002633,14.250989,1.014760,0.000000,0.000167,
43.626000,0.016854,0.016833,-0.084808,0.002636,14.239275,1.016815,-0.005340,0.000167,
43.646000,0.016846,0.016854,-0.084732,0.002639,14.250919,1.014784,0.003815,0.000155,
43.666000,0.016876,0.016846,-0.084900,0.002642,14.239187,1.014956,-0.008392,0.000131,
43.686000,0.016889,0.016876,-0.084946,0.002646,14.250843,1.013403,-0.002289,0.000238,
43.706000,0.016896,0.016889,-0.084961,0.002650,14.239126,1.015643,-0.000763,0.000167,
43.726000,0.016899,0.016896,-0.084976,0.002650,14.250815,1.012827,-0.000763,0.000024,
43.746000,0.016876,0.016899,-0.084824,0.002652,14.239128,1.015556,0.007630,0.000072,
43.766000,0.016864,0.016876,-0.084763,0.002649,14.250848,1.011186,0.003052,-0.000119,
43.786000,0.016845,0.016864,-0.084656,0.002648,14.239195,1.014260,0.005340,-0.000072,
43.806000,0.016864,0.016845,-0.084778,0.002648,14.250937,1.011247,-0.006103,-0.000012,
43.826000,0.016859,0.016864,-0.084763,0.002646,14.239307,1.016727,0.000763,-0.000095,
43.846000,0.016856,0.016859,-0.084763,0.002643,14.251049,1.014082,0.000000,-0.000119,
43.866000,0.016863,0.016856,-0.084839,0.002640,14.239431,1.016461,-0.003815,-0.000191,
43.886000,0.016835,0.016863,-0.084702,0.002635,14.251162,1.014809,0.006867,-0.000238,
43.906000,0.016850,0.016835,-0.084824,0.002631,14.239554,1.015778,-0.006104,-0.000203,
43.926000,0.016865,0.016850,-0.084930,0.002630,14.251263,1.015078,-0.005340,-0.000048,
43.946000,0.016880,0.016865,-0.085037,0.002628,14.239638,1.019142,-0.005340,-0.000095,
43.966000,0.016871,0.016880,-0.085007,0.002625,14.251312,1.017682,0.001526,-0.000167,
43.986000,0.016850,0.016871,-0.084885,0.002623,14.239666,1.019306,0.006103,-0.000060,
44.006000,0.016838,0.016850,-0.084824,0.002621,14.251309,1.014634,0.003052,-0.000095,
44.026000,0.016814,0.016838,-0.084656,0.002624,14.239637,1.016275,0.008393,0.000119,
44.046000,0.016841,0.016814,-0.084793,0.002628,14.251263,1.011370,-0.006867,0.000191,
44.066000,0.016829,0.016841,-0.084686,0.002632,14.239578,1.016005,0.005341,0.000215,
44.086000,0.016841,0.016829,-0.084732,0.002635,14.251207,1.010953,-0.002289,0.000179,
44.106000,0.016846,0.016841,-0.084732,0.002640,14.239529,1.014064,0.000000,0.000203,
44.126000,0.016838,0.016846,-0.084656,0.002642,14.251176,1.011036,0.003815,0.000143,
44.146000,0.016854,0.016838,-0.084732,0.002646,14.239517,1.012923,-0.003815,0.000167,
44.166000,0.016861,0.016854,-0.084763,0.002647,14.251187,1.011815,-0.001526,0.000083,
44.186000,0.016876,0.016861,-0.084854,0.002648,14.239549,1.015167,-0.004578,0.000012,
44.206000,0.016881,0.016876,-0.084885,0.002647,14.251236,1.014088,-0.001526,-0.000012,
44.226000,0.016904,0.016881,-0.085052,0.002645,14.239615,1.017267,-0.008393,-0.000143,
44.246000,0.016882,0.016904,-0.084946,0.002641,14.251305,1.016808,0.005341,-0.000191,
44.266000,0.016887,0.016882,-0.085007,0.002637,14.239693,1.017434,-0.003052,-0.000191,
44.286000,0.016858,0.016887,-0.084869,0.002631,14.251373,1.015421,0.006866,-0.000286,
44.306000,0.016824,0.016858,-0.084686,0.002628,14.239761,1.016433,0.009155,-0.000179,
44.326000,0.016839,0.016824,-0.084793,0.002626,14.251432,1.011701,-0.005341,-0.000072,
44.346000,0.016818,0.016839,-0.084656,0.002627,14.239813,1.016486,0.006867,0.000048,
44.366000,0.016821,0.016818,-0.084671,0.002628,14.251460,1.012357,-0.000763,0.000024,
44.386000,0.016818,0.016821,-0.084625,0.002630,14.239824,1.015470,0.002289,0.000143,
44.406000,0.016804,0.016818,-0.084518,0.002633,14.251451,1.012124,0.005341,0.000119,
44.426000,0.016806,0.016804,-0.084503,0.002637,14.239803,1.013522,0.000763,0.000191,
44.446000,0.016826,0.016806,-0.084579,0.002643,14.251421,1.010837,-0.003814,0.000310,
44.466000,0.016840,0.016826,-0.084625,0.002648,14.239765,1.014454,-0.002289,0.000262,
44.486000,0.016854,0.016840,-0.084686,0.002652,14.251388,1.012527,-0.003052,0.000179,
44.506000,0.016878,0.016854,-0.084808,0.002655,14.239736,1.015537,-0.006104,0.000143,
44.526000,0.016874,0.016878,-0.084778,0.002656,14.251368,1.014237,0.001526,0.000048,
44.546000,0.016902,0.016874,-0.084961,0.002654,14.239723,1.016253,-0.009156,-0.000060,
44.566000,0.016871,0.016902,-0.084793,0.002651,14.251366,1.015738,0.008393,-0.000167,
44.586000,0.016874,0.016871,-0.084839,0.002648,14.239733,1.015792,-0.002289,-0.000155,
44.606000,0.016885,0.016874,-0.084915,0.002647,14.251385,1.013784,-0.003814,-0.000048,
44.626000,0.016864,0.016885,-0.084793,0.002645,14.239756,1.017629,0.006103,-0.000072,
44.646000,0.016869,0.016864,-0.084839,0.002644,14.251408,1.013103,-0.002289,-0.000072,
44.666000,0.016844,0.016869,-0.084686,0.002643,14.239780,1.016762,0.007629,-0.000048,
44.686000,0.016836,0.016844,-0.084656,0.002641,14.251430,1.012371,0.001526,-0.000119,
44.706000,0.016825,0.016836,-0.084579,0.002642,14.239799,1.015056,0.003815,0.000060,
44.726000,0.016802,0.016825,-0.084442,0.002641,14.251440,1.011806,0.006867,-0.000048,
44.746000,0.016786,0.016802,-0.084320,0.002644,14.239803,1.012902,0.006104,0.000131,
44.766000,0.016815,0.016786,-0.084457,0.002649,14.251438,1.009270,-0.006866,0.000274,
44.786000,0.016820,0.016815,-0.084442,0.002655,14.239793,1.014214,0.000763,0.000286,
44.806000,0.016824,0.016820,-0.084442,0.002658,14.251421,1.011654,0.000000,0.000179,
44.826000,0.016833,0.016824,-0.084473,0.002662,14.239773,1.014391,-0.001526,0.000167,
44.846000,0.016821,0.016833,-0.084381,0.002664,14.251406,1.012201,0.004578,0.000095,
44.866000,0.016842,0.016821,-0.084488,0.002667,14.239762,1.013644,-0.005341,0.000167,
44.886000,0.016814,0.016842,-0.084305,0.002668,14.251396,1.012649,0.009156,0.000048,
44.906000,0.016835,0.016814,-0.084412,0.002671,14.239754,1.013283,-0.005341,0.000131,
44.926000,0.016850,0.016835,-0.084488,0.002673,14.251392,1.012922,-0.003814,0.000119,
44.946000,0.016878,0.016850,-0.084671,0.002672,14.239748,1.016716,-0.009155,-0.000024,
44.966000,0.016875,0.016878,-0.084656,0.002672,14.251383,1.016032,0.000763,-0.000036,
44.986000,0.016895,0.016875,-0.084793,0.002670,14.239738,1.017600,-0.006866,-0.000095,
45.006000,0.016876,0.016895,-0.084702,0.002666,14.251373,1.016218,0.004578,-0.000167,
45.026000,0.016858,0.016876,-0.084610,0.002664,14.239727,1.017269,0.004578,-0.000131,
45.046000,0.016832,0.016858,-0.084473,0.002661,14.251361,1.012896,0.006867,-0.000167,
45.066000,0.016803,0.016832,-0.084290,0.002661,14.239706,1.013826,0.009156,0.000012,
45.086000,0.016834,0.016803,-0.084457,0.002664,14.251345,1.009816,-0.008393,0.000167,
45.106000,0.016814,0.016834,-0.084305,0.002667,14.239679,1.015665,0.007629,0.000167,
45.126000,0.016830,0.016814,-0.084381,0.002670,14.251304,1.011046,-0.003815,0.000143,
45.146000,0.016817,0.016830,-0.084274,0.002674,14.239628,1.015073,0.005340,0.000179,
45.166000,0.016822,0.016817,-0.084274,0.002677,14.251259,1.010870,0.000000,0.000179,
45.186000,0.016822,0.016822,-0.084244,0.002682,14.239586,1.013970,0.001526,0.000215,
45.206000,0.016811,0.016822,-0.084152,0.002684,14.251225,1.010862,0.004578,0.000131,
45.226000,0.016809,0.016811,-0.084106,0.002688,14.239561,1.012607,0.002289,0.000191,
45.246000,0.016844,0.016809,-0.084290,0.002693,14.251217,1.009971,-0.009156,0.000227,
45.266000,0.016845,0.016844,-0.084274,0.002696,14.239561,1.015390,0.000763,0.000143,
45.286000,0.016859,0.016845,-0.084351,0.002697,14.251225,1.012622,-0.003814,0.000095,
45.306000,0.016872,0.016859,-0.084427,0.002698,14.239575,1.017294,-0.003815,0.000024,
45.326000,0.016867,0.016872,-0.084412,0.002696,14.251238,1.015936,0.000763,-0.000095,
45.346000,0.016880,0.016867,-0.084518,0.002692,14.239582,1.018243,-0.005341,-0.000179,
45.366000,0.016864,0.016880,-0.084457,0.002688,14.251234,1.016685,0.003052,-0.000215,
45.386000,0.016883,0.016864,-0.084610,0.002684,14.239566,1.017939,-0.007630,-0.000215,
45.406000,0.016854,0.016883,-0.084473,0.002678,14.251209,1.016701,0.006867,-0.000274,
45.426000,0.016870,0.016854,-0.084595,0.002675,14.239527,1.016383,-0.006103,-0.000167,
45.446000,0.016888,0.016870,-0.084717,0.002674,14.251163,1.014938,-0.006103,-0.000048,
45.466000,0.016915,0.016888,-0.084900,0.002672,14.239466,1.018515,-0.009155,-0.000095,
45.486000,0.016918,0.016915,-0.084946,0.002669,14.251102,1.018239,-0.002289,-0.000155,
45.506000,0.016938,0.016918,-0.085098,0.002666,14.239388,1.020930,-0.007629,-0.000179,
45.526000,0.016923,0.016938,-0.085037,0.002662,14.251015,1.019074,0.003052,-0.000179,
45.546000,0.016926,0.016923,-0.085083,0.002658,14.239287,1.019875,-0.002289,-0.000179,
45.566000,0.016907,0.016926,-0.084991,0.002655,14.250922,1.016863,0.004578,-0.000179,
45.586000,0.016885,0.016907,-0.084869,0.002653,14.239197,1.017623,0.006104,-0.000095,
45.606000,0.016860,0.016885,-0.084732,0.002650,14.250855,1.012728,0.006866,-0.000143,
45.626000,0.016832,0.016860,-0.084564,0.002649,14.239147,1.013876,0.008392,-0.000036,
45.646000,0.016863,0.016832,-0.084747,0.002651,14.250837,1.009271,-0.009155,0.000072,
45.666000,0.016833,0.016863,-0.084549,0.002652,14.239150,1.015205,0.009918,0.000072,
45.686000,0.016856,0.016833,-0.084686,0.002653,14.250858,1.009743,-0.006867,0.000024,
45.706000,0.016831,0.016856,-0.084534,0.002652,14.239185,1.015434,0.007630,-0.000012,
45.726000,0.016836,0.016831,-0.084579,0.002650,14.250897,1.012878,-0.002289,-0.000095,
45.746000,0.016815,0.016836,-0.084457,0.002650,14.239218,1.017184,0.006104,-0.000048,
45.766000,0.016812,0.016815,-0.084457,0.002647,14.250912,1.013116,0.000000,-0.000143,
45.786000,0.016802,0.016812,-0.084396,0.002647,14.239210,1.016186,0.003052,0.000000,
45.806000,0.016787,0.016802,-0.084305,0.002646,14.250881,1.011984,0.004577,-0.000012,
45.826000,0.016779,0.016787,-0.084229,0.002649,14.239155,1.013159,0.003815,0.000143,
45.846000,0.016766,0.016779,-0.084122,0.002653,14.250811,1.009229,0.005341,0.000167,
45.866000,0.016757,0.016766,-0.084015,0.002659,14.239058,1.010491,0.005341,0.000310,
45.886000,0.016792,0.016757,-0.084167,0.002667,14.250710,1.006936,-0.007630,0.000429,
45.906000,0.016793,0.016792,-0.084106,0.002676,14.238932,1.014038,0.003052,0.000417,
45.926000,0.016823,0.016793,-0.084213,0.002686,14.250576,1.010332,-0.005340,0.000501,
45.946000,0.016831,0.016823,-0.084198,0.002694,14.238775,1.014550,0.000763,0.000417,
45.966000,0.016841,0.016831,-0.084198,0.002702,14.250433,1.011166,0.000000,0.000381,
45.986000,0.016851,0.016841,-0.084213,0.002708,14.238632,1.013501,-0.000763,0.000298,
46.006000,0.016849,0.016851,-0.084167,0.002712,14.250324,1.010714,0.002289,0.000226,
46.026000,0.016860,0.016849,-0.084213,0.002715,14.238550,1.013050,-0.002289,0.000143,
46.046000,0.016846,0.016860,-0.084122,0.002715,14.250284,1.010991,0.004578,0.000012,
46.066000,0.016854,0.016846,-0.084167,0.002716,14.238544,1.012647,-0.002289,0.000048,
46.086000,0.016820,0.016854,-0.083969,0.002714,14.250317,1.011224,0.009919,-0.000095,
46.106000,0.016816,0.016820,-0.083954,0.002713,14.238602,1.011992,0.000763,-0.000072,
46.126000,0.016841,0.016816,-0.084106,0.002714,14.250387,1.012048,-0.007629,0.000036,
46.146000,0.016848,0.016841,-0.084167,0.002712,14.238667,1.018723,-0.003052,-0.000095,
46.166000,0.016861,0.016848,-0.084274,0.002708,14.250420,1.016998,-0.005341,-0.000167,
46.186000,0.016863,0.016861,-0.084320,0.002704,14.238668,1.020581,-0.002289,-0.000215,
46.206000,0.016867,0.016863,-0.084381,0.002700,14.250387,1.017240,-0.003052,-0.000215,
46.226000,0.016874,0.016867,-0.084457,0.002695,14.238599,1.019413,-0.003815,-0.000227,
46.246000,0.016861,0.016874,-0.084412,0.002691,14.250294,1.016475,0.002289,-0.000215,
46.266000,0.016868,0.016861,-0.084473,0.002689,14.238470,1.016844,-0.003052,-0.000095,
46.286000,0.016857,0.016868,-0.084396,0.002690,14.250154,1.013718,0.003814,0.000024,
46.306000,0.016873,0.016857,-0.084488,0.002691,14.238298,1.016483,-0.004577,0.000072,
46.326000,0.016854,0.016873,-0.084351,0.002693,14.249978,1.014836,0.006866,0.000095,
46.346000,0.016874,0.016854,-0.084442,0.002698,14.238091,1.015137,-0.004578,0.000238,
46.366000,0.016858,0.016874,-0.084305,0.002702,14.249784,1.013183,0.006867,0.000215,
46.386000,0.016868,0.016858,-0.084335,0.002706,14.237896,1.013466,-0.001526,0.000215,
46.406000,0.016899,0.016868,-0.084488,0.002711,14.249635,1.010993,-0.007630,0.000250,
46.426000,0.016911,0.016899,-0.084549,0.002713,14.237772,1.015577,-0.003051,0.000083,
46.446000,0.016929,0.016911,-0.084671,0.002712,14.249573,1.013290,-0.006103,-0.000060,
46.466000,0.016938,0.016929,-0.084763,0.002707,14.237754,1.017489,-0.004577,-0.000215,
46.486000,0.016940,0.016938,-0.084839,0.002700,14.249599,1.015365,-0.003815,-0.000370,
46.506000,0.016943,0.016940,-0.084930,0.002691,14.237820,1.019120,-0.004578,-0.000453,
46.526000,0.016930,0.016943,-0.084930,0.002680,14.249688,1.019145,0.000000,-0.000536,
46.546000,0.016927,0.016930,-0.085007,0.002668,14.237914,1.023183,-0.003815,-0.000596,
46.566000,0.016902,0.016927,-0.084961,0.002655,14.249747,1.021584,0.002289,-0.000668,
46.586000,0.016907,0.016902,-0.085083,0.002643,14.237937,1.023194,-0.006104,-0.000596,
46.606000,0.016874,0.016907,-0.084976,0.002631,14.249728,1.021042,0.005340,-0.000620,
46.626000,0.016880,0.016874,-0.085083,0.002622,14.237871,1.020727,-0.005340,-0.000441,
46.646000,0.016849,0.016880,-0.084946,0.002615,14.249627,1.017654,0.006866,-0.000358,
46.666000,0.016860,0.016849,-0.085037,0.002612,14.237722,1.016570,-0.004578,-0.000131,
46.686000,0.016828,0.016860,-0.084839,0.002612,14.249456,1.013454,0.009918,-0.000024,
46.706000,0.016836,0.016828,-0.084869,0.002614,14.237514,1.012644,-0.001526,0.000119,
46.726000,0.016871,0.016836,-0.085037,0.002620,14.249283,1.012865,-0.008393,0.000322,
46.746000,0.016885,0.016871,-0.085068,0.002628,14.237297,1.017379,-0.001526,0.000358,
46.766000,0.016910,0.016885,-0.085175,0.002635,14.249032,1.014247,-0.005340,0.000346,
46.786000,0.016927,0.016910,-0.085236,0.002640,14.237027,1.017194,-0.003052,0.000262,
46.806000,0.016939,0.016927,-0.085297,0.002642,14.248812,1.014087,-0.003052,0.000119,
46.826000,0.016941,0.016939,-0.085312,0.002642,14.236839,1.016664,-0.000763,-0.000024,
46.846000,0.016947,0.016941,-0.085373,0.002638,14.248701,1.013423,-0.003052,-0.000167,
46.866000,0.016939,0.016947,-0.085373,0.002632,14.236782,1.016617,0.000000,-0.000310,
46.886000,0.016928,0.016939,-0.085373,0.002624,14.248715,1.013501,0.000000,-0.000429,
46.906000,0.016914,0.016928,-0.085358,0.002614,14.236852,1.016660,0.000763,-0.000453,
46.926000,0.016895,0.016914,-0.085312,0.002605,14.248819,1.013968,0.002289,-0.000453,
46.946000,0.016886,0.016895,-0.085327,0.002596,14.236977,1.020269,-0.000763,-0.000453,
46.966000,0.016857,0.016886,-0.085236,0.002585,14.248915,1.019077,0.004577,-0.000584,
46.986000,0.016845,0.016857,-0.085236,0.002575,14.237034,1.021018,0.000000,-0.000465,
47.006000,0.016818,0.016845,-0.085144,0.002566,14.248915,1.018044,0.004578,-0.000477,
47.026000,0.016812,0.016818,-0.085144,0.002561,14.236975,1.018649,0.000000,-0.000250,
47.046000,0.016781,0.016812,-0.084976,0.002558,14.248810,1.014441,0.008393,-0.000167,
47.066000,0.016783,0.016781,-0.084976,0.002560,14.236809,1.013505,0.000000,0.000107,
47.086000,0.016762,0.016783,-0.084808,0.002563,14.248614,1.009549,0.008393,0.000191,
47.106000,0.016763,0.016762,-0.084747,0.002572,14.236561,1.009197,0.003052,0.000441,
47.126000,0.016750,0.016763,-0.084579,0.002583,14.248388,1.008209,0.008392,0.000548,
47.146000,0.016750,0.016750,-0.084457,0.002598,14.236284,1.009524,0.006103,0.000739,
47.166000,0.016804,0.016750,-0.084656,0.002616,14.248091,1.005454,-0.009918,0.000906,
47.186000,0.016806,0.016804,-0.084534,0.002633,14.235962,1.011098,0.006104,0.000823,
47.206000,0.016855,0.016806,-0.084732,0.002647,14.247816,1.006087,-0.009919,0.000703,
47.226000,0.016848,0.016855,-0.084595,0.002658,14.235714,1.011670,0.006867,0.000584,
47.246000,0.016878,0.016848,-0.084732,0.002665,14.247655,1.006741,-0.006867,0.000322,
47.266000,0.016858,0.016878,-0.084579,0.002668,14.235617,1.011882,0.007629,0.000167,
47.286000,0.016879,0.016858,-0.084717,0.002667,14.247646,1.007319,-0.006866,-0.000060,
47.306000,0.016852,0.016879,-0.084564,0.002665,14.235674,1.013184,0.007629,-0.000107,
47.326000,0.016861,0.016852,-0.084656,0.002661,14.247755,1.008869,-0.004578,-0.000215,
47.346000,0.016821,0.016861,-0.084442,0.002656,14.235822,1.016589,0.010681,-0.000238,
47.366000,0.016817,0.016821,-0.084473,0.002649,14.247893,1.012974,-0.001526,-0.000334,
47.386000,0.016785,0.016817,-0.084305,0.002645,14.235945,1.018249,0.008393,-0.000203,
47.406000,0.016777,0.016785,-0.084274,0.002642,14.247965,1.013609,0.001526,-0.000131,
47.426000,0.016795,0.016777,-0.084396,0.002641,14.235967,1.016877,-0.006103,-0.000072,
47.446000,0.014758,0.016795,-0.084282,0.001056,14.247931,1.015310,0.005722,-0.079257,
47.466000,0.008343,0.014758,-0.083321,-0.003862,14.235922,0.849369,0.048063,-0.245882,
47.486000,0.002026,0.008343,-0.080788,-0.008507,14.247957,0.343411,0.126645,-0.232239,
47.506000,-0.003872,0.002026,-0.077339,-0.012709,14.235939,-0.077444,0.172425,-0.210083,
47.526000,-0.009275,-0.003872,-0.073074,-0.016419,14.247822,-0.439805,0.213247,-0.185518,
47.546000,-0.014184,-0.009275,-0.068100,-0.019653,14.235624,-0.755831,0.248730,-0.161703,
47.566000,-0.018616,-0.014184,-0.062538,-0.022439,14.247391,-1.033087,0.278111,-0.139294,
47.586000,-0.022614,-0.018616,-0.056458,-0.024818,14.235056,-1.283430,0.304060,-0.118994,
47.606000,-0.026207,-0.022614,-0.049927,-0.026824,14.246828,-1.501495,0.326514,-0.100272,
47.626000,-0.029439,-0.026207,-0.042969,-0.028493,14.234442,-1.703162,0.347883,-0.083442,
47.646000,-0.032309,-0.029439,-0.035851,-0.029856,14.246307,-1.875400,0.355901,-0.068186,
47.666000,-0.034879,-0.032309,-0.028419,-0.030946,14.233929,-2.037475,0.371550,-0.054478,
47.686000,-0.037147,-0.034879,-0.020920,-0.031790,14.245910,-2.171914,0.374992,-0.042213,
47.706000,-0.039163,-0.037147,-0.013252,-0.032415,14.233555,-2.303334,0.383393,-0.031234,
47.726000,-0.040921,-0.039163,-0.005646,-0.032845,14.245635,-2.407508,0.380350,-0.021519,
47.746000,-0.042483,-0.040921,0.002090,-0.033105,14.233299,-2.513894,0.386844,-0.012983,
47.766000,-0.043836,-0.042483,0.009720,-0.033214,14.245434,-2.592812,0.381439,-0.005447,
47.786000,-0.045018,-0.043836,0.017303,-0.033194,14.233093,-2.678375,0.379159,0.001001,
47.806000,-0.046049,-0.045018,0.024857,-0.033060,14.245255,-2.734638,0.377642,0.006711,
47.826000,-0.046949,-0.046049,0.032349,-0.032830,14.232889,-2.802565,0.374599,0.011492,
47.846000,-0.047709,-0.046949,0.039642,-0.032516,14.245066,-2.842351,0.364689,0.015712,
47.866000,-0.048353,-0.047709,0.046761,-0.032131,14.232668,-2.893493,0.355923,0.019229,
47.886000,-0.048902,-0.048353,0.053787,-0.031684,14.244858,-2.915861,0.351353,0.022341,
47.906000,-0.049357,-0.048902,0.060631,-0.031186,14.232437,-2.954396,0.342205,0.024917,
47.926000,-0.049726,-0.049357,0.067299,-0.030642,14.244656,-2.965391,0.333375,0.027189,
47.946000,-0.050020,-0.049726,0.073792,-0.030061,14.232235,-2.992853,0.324609,0.029026,
47.966000,-0.050236,-0.050020,0.080063,-0.029447,14.244495,-2.995279,0.313555,0.030707,
47.986000,-0.050397,-0.050236,0.086189,-0.028808,14.232100,-3.014941,0.306314,0.031959,
48.006000,-0.050497,-0.050397,0.092110,-0.028147,14.244413,-3.010388,0.296021,0.033081,
48.026000,-0.050546,-0.050497,0.097832,-0.027470,14.232050,-3.025533,0.286110,0.033832,
48.046000,-0.050548,-0.050546,0.103355,-0.026781,14.244408,-3.016276,0.276198,0.034453,
48.066000,-0.050512,-0.050548,0.108688,-0.026086,14.232080,-3.027936,0.266666,0.034740,
48.086000,-0.050440,-0.050512,0.113823,-0.025387,14.244457,-3.014745,0.256753,0.034944,
48.106000,-0.050346,-0.050440,0.118805,-0.024691,14.232154,-3.023211,0.249081,0.034807,
48.126000,-0.050212,-0.050346,0.123489,-0.024000,14.244537,-3.007749,0.234211,0.034545,
48.146000,-0.050065,-0.050212,0.128029,-0.023318,14.232239,-3.012283,0.226968,0.034129,
48.166000,-0.049909,-0.050065,0.132431,-0.022645,14.244608,-2.992771,0.220107,0.033653,
48.186000,-0.049740,-0.049909,0.136635,-0.021986,14.232303,-2.995595,0.210194,0.032914,
48.206000,-0.049555,-0.049740,0.140625,-0.021342,14.244657,-2.974590,0.199517,0.032212,
48.226000,-0.049363,-0.049555,0.144447,-0.020713,14.232342,-2.974231,0.191129,0.031438,
48.246000,-0.049164,-0.049363,0.148102,-0.020100,14.244678,-2.950306,0.182740,0.030651,
48.266000,-0.048956,-0.049164,0.151550,-0.019506,14.232357,-2.948162,0.172410,0.029705,
48.286000,-0.048756,-0.048956,0.154922,-0.018928,14.244688,-2.922959,0.168600,0.028918,
48.306000,-0.048558,-0.048756,0.158165,-0.018367,14.232372,-2.920815,0.162119,0.028061,
48.326000,-0.048341,-0.048558,0.161163,-0.017822,14.244707,-2.897378,0.149916,0.027239,
48.346000,-0.048131,-0.048341,0.164063,-0.017294,14.232401,-2.894019,0.144960,0.026393,
48.366000,-0.047913,-0.048131,0.166794,-0.016782,14.244742,-2.870040,0.136571,0.025607,
48.386000,-0.047697,-0.047913,0.169380,-0.016288,14.232454,-2.867698,0.129326,0.024678,
48.406000,-0.047482,-0.047697,0.171860,-0.015810,14.244802,-2.844364,0.123988,0.023915,
48.426000,-0.047266,-0.047482,0.174179,-0.015350,14.232531,-2.842561,0.115957,0.022982,
48.446000,-0.047056,-0.047266,0.176422,-0.014905,14.244878,-2.819858,0.112145,0.022255,
48.466000,-0.046848,-0.047056,0.178520,-0.014480,14.232615,-2.819009,0.104900,0.021278,
48.486000,-0.046651,-0.046848,0.180557,-0.014070,14.244952,-2.796739,0.101850,0.020492,
48.506000,-0.046458,-0.046651,0.182480,-0.013678,14.232691,-2.796628,0.096131,0.019574,
48.526000,-0.046270,-0.046458,0.184303,-0.013302,14.245015,-2.775385,0.091174,0.018812,
48.546000,-0.046090,-0.046270,0.186043,-0.012943,14.232751,-2.775089,0.086979,0.017942,
48.566000,-0.045909,-0.046090,0.187653,-0.012600,14.245066,-2.754869,0.080496,0.017155,
48.586000,-0.045743,-0.045909,0.189224,-0.012274,14.232798,-2.753851,0.078590,0.016321,
48.606000,-0.045573,-0.045743,0.190651,-0.011961,14.245098,-2.733898,0.071330,0.015615,
48.626000,-0.045416,-0.045573,0.192039,-0.011664,14.232825,-2.733327,0.069424,0.014853,
48.646000,-0.045264,-0.045416,0.193352,-0.011381,14.245119,-2.713440,0.065611,0.014162,
48.666000,-0.045114,-0.045264,0.194565,-0.011112,14.232849,-2.713989,0.060653,0.013471,
48.686000,-0.044971,-0.045114,0.195732,-0.010854,14.245142,-2.694738,0.058366,0.012911,
48.706000,-0.044829,-0.044971,0.196793,-0.010610,14.232879,-2.696024,0.053026,0.012184,
48.726000,-0.044694,-0.044829,0.197815,-0.010376,14.245170,-2.677590,0.051120,0.011707,
48.746000,-0.044559,-0.044694,0.198723,-0.010156,14.232912,-2.679751,0.045399,0.010992,
48.766000,-0.044433,-0.044559,0.199623,-0.009945,14.245205,-2.661916,0.045010,0.010561,
48.786000,-0.044304,-0.044433,0.200394,-0.009747,14.232952,-2.664594,0.038526,0.009870,
48.806000,-0.044192,-0.044304,0.201202,-0.009558,14.245242,-2.647705,0.040434,0.009453,
48.826000,-0.044092,-0.044192,0.202011,-0.009378,14.232992,-2.651296,0.040435,0.008988,
48.846000,-0.043986,-0.044092,0.202705,-0.009208,14.245275,-2.636328,0.034714,0.008512,
48.866000,-0.043894,-0.043986,0.203430,-0.009046,14.233028,-2.639525,0.036241,0.008118,
48.886000,-0.043801,-0.043894,0.204079,-0.008892,14.245306,-2.624839,0.032427,0.007713,
48.906000,-0.043709,-0.043801,0.204651,-0.008748,14.233057,-2.629554,0.028613,0.007189,
48.926000,-0.043628,-0.043709,0.205238,-0.008610,14.245331,-2.614722,0.029371,0.006866,
48.946000,-0.043539,-0.043628,0.205696,-0.008483,14.233077,-2.619856,0.022887,0.006353,
48.966000,-0.043459,-0.043539,0.206169,-0.008362,14.245342,-2.604613,0.023650,0.006091,
48.986000,-0.043397,-0.043459,0.206703,-0.008246,14.233091,-2.608864,0.026702,0.005793,
49.006000,-0.043325,-0.043397,0.207115,-0.008138,14.245354,-2.596204,0.020599,0.005388,
49.026000,-0.043257,-0.043325,0.207504,-0.008036,14.233101,-2.601111,0.019455,0.005114,
49.046000,-0.043195,-0.043257,0.207893,-0.007939,14.245361,-2.587160,0.019456,0.004852,
49.066000,-0.043122,-0.043195,0.208145,-0.007850,14.233110,-2.593062,0.012589,0.004435,
49.086000,-0.043063,-0.043122,0.208458,-0.007764,14.245373,-2.579115,0.015642,0.004292,
49.106000,-0.043022,-0.043063,0.208855,-0.007683,14.233126,-2.584768,0.019835,0.004065,
49.126000,-0.042969,-0.043022,0.209129,-0.007607,14.245386,-2.573630,0.013732,0.003803,
49.146000,-0.042918,-0.042969,0.209366,-0.007537,14.233141,-2.579816,0.011825,0.003493,
49.166000,-0.042873,-0.042918,0.209625,-0.007469,14.245402,-2.567846,0.012970,0.003397,
49.186000,-0.042840,-0.042873,0.209938,-0.007405,14.233158,-2.574572,0.015641,0.003219,
49.206000,-0.042797,-0.042840,0.210136,-0.007345,14.245417,-2.564029,0.009919,0.002957,
49.226000,-0.042760,-0.042797,0.210350,-0.007290,14.233172,-2.570505,0.010682,0.002790,
49.246000,-0.042724,-0.042760,0.210556,-0.007236,14.245426,-2.559378,0.010301,0.002682,
49.266000,-0.042694,-0.042724,0.210762,-0.007186,14.233181,-2.566686,0.010299,0.002491,
49.286000,-0.042659,-0.042694,0.210922,-0.007139,14.245432,-2.555517,0.008010,0.002348,
49.306000,-0.042628,-0.042659,0.211075,-0.007096,14.233187,-2.562495,0.007629,0.002170,
